24/10/2023 15:51:29 - RIO DE JANEIRO - 5004824-50.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 15:52:36 - RIO DE JANEIRO - 5002603-60.2022.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 15:54:11 - RIO DE JANEIRO - 5003211-58.2022.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 15:55:16 - RIO DE JANEIRO - 5003211-58.2022.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 15:56:17 - RIO DE JANEIRO - 5003493-96.2022.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 16:10:39 - RIO DE JANEIRO - 5004824-50.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 16:13:51 - RIO DE JANEIRO - 5002603-60.2022.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 16:33:18 - RIO DE JANEIRO - 5023794-98.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 17:06:55 - RIO DE JANEIRO - 5023794-98.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 17:07:40 - RIO DE JANEIRO - 5023846-94.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 17:09:19 - RIO DE JANEIRO - 5023863-33.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 17:11:02 - RIO DE JANEIRO - 5023863-33.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 17:11:59 - RIO DE JANEIRO - 5023929-13.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 17:12:37 - RIO DE JANEIRO - 5023929-13.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 17:12:58 - RIO DE JANEIRO - 5023994-08.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 17:13:18 - RIO DE JANEIRO - 5024059-03.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 17:13:59 - RIO DE JANEIRO - 5024059-03.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
24/10/2023 17:18:21 - RIO DE JANEIRO - 5025466-44.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 09:47:42 - RIO DE JANEIRO - 5025466-44.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 09:48:30 - RIO DE JANEIRO - 5025479-43.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 09:50:16 - RIO DE JANEIRO - 5025523-62.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 09:57:01 - RIO DE JANEIRO - 5025575-58.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 09:57:59 - RIO DE JANEIRO - 5025575-58.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 09:58:31 - RIO DE JANEIRO - 5025637-98.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 09:58:54 - RIO DE JANEIRO - 5025725-39.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 09:59:15 - RIO DE JANEIRO - 5027184-76.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 10:01:59 - RIO DE JANEIRO - 5027184-76.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 10:02:18 - RIO DE JANEIRO - 5027213-29.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 10:02:37 - RIO DE JANEIRO - 5027213-29.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 10:05:36 - RIO DE JANEIRO - 5027425-50.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 10:07:06 - RIO DE JANEIRO - 5027425-50.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
25/10/2023 10:17:58 - RIO DE JANEIRO - 5025466-44.2021.4.02.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
26/10/2023 10:37:24 - PARANÁ - 5026111-49.2020.4.04.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
26/10/2023 10:39:04 - PARANÁ - 5026113-19.2020.4.04.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
26/10/2023 11:33:45 - PARANÁ - 5026111-49.2020.4.04.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
26/10/2023 11:34:51 - PARANÁ - 5026113-19.2020.4.04.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
26/10/2023 11:35:49 - PARANÁ - 5026114-04.2020.4.04.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
26/10/2023 11:36:32 - PARANÁ - 5026114-04.2020.4.04.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
26/10/2023 11:39:22 - PARANÁ - 5028810-13.2020.4.04.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
26/10/2023 11:40:30 - PARANÁ - 5028810-13.2020.4.04.9388 - Precatório registrado com sucesso - https://eproc.trf2.jus.br/
26/10/2023 17:18:41 - PARANÁ - 5031975-34.2021.4.04.9388 - Precatório registrado com sucesso - https://eproc.trf4.jus.br/eproc2trf4
26/10/2023 17:29:27 - PARANÁ - 5031975-34.2021.4.04.9388 - Precatório registrado com sucesso - https://eproc.trf4.jus.br/eproc2trf4
06/11/2023 17:09:34 - SÃO PAULO - 1051343-24.2021.8.26.0053/06 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:13:29 - SÃO PAULO - 1026139-41.2022.8.26.0053/04 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:14:23 - SÃO PAULO - 1020121-04.2022.8.26.0053/02 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:15:09 - SÃO PAULO - 0002724-12.2023.8.26.0053/03 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:16:41 - SÃO PAULO - 0016185-90.2019.8.26.0053/13 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:17:01 - SÃO PAULO - 0037760-57.2019.8.26.0053/21 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:18:32 - SÃO PAULO - 0037760-57.2019.8.26.0053/23 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:22:02 - SÃO PAULO - 0007907-71.2017.8.26.0053/03 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:22:10 - SÃO PAULO - 0007907-71.2017.8.26.0053/04 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:22:17 - SÃO PAULO - 0007907-71.2017.8.26.0053/05 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:23:07 - SÃO PAULO - 0007907-71.2017.8.26.0053/06 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:23:27 - SÃO PAULO - 0007907-71.2017.8.26.0053/11 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:23:45 - SÃO PAULO - 0007907-71.2017.8.26.0053/12 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:23:52 - SÃO PAULO - 0007907-71.2017.8.26.0053/13 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:24:30 - SÃO PAULO - 0007907-71.2017.8.26.0053/14 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:24:38 - SÃO PAULO - 0007907-71.2017.8.26.0053/15 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:24:46 - SÃO PAULO - 0007907-71.2017.8.26.0053/16 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:24:53 - SÃO PAULO - 0007907-71.2017.8.26.0053/17 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:25:01 - SÃO PAULO - 0007907-71.2017.8.26.0053/18 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:25:22 - SÃO PAULO - 0007907-71.2017.8.26.0053/19 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:25:53 - SÃO PAULO - 0007907-71.2017.8.26.0053/20 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:26:00 - SÃO PAULO - 0007907-71.2017.8.26.0053/21 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:26:39 - SÃO PAULO - 0007907-71.2017.8.26.0053/22 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:26:47 - SÃO PAULO - 0007907-71.2017.8.26.0053/23 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:26:55 - SÃO PAULO - 0007907-71.2017.8.26.0053/24 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:27:03 - SÃO PAULO - 0007907-71.2017.8.26.0053/25 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:27:11 - SÃO PAULO - 0007907-71.2017.8.26.0053/26 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:27:18 - SÃO PAULO - 0007907-71.2017.8.26.0053/27 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:27:26 - SÃO PAULO - 0007907-71.2017.8.26.0053/28 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:27:34 - SÃO PAULO - 0007907-71.2017.8.26.0053/29 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:27:52 - SÃO PAULO - 0007907-71.2017.8.26.0053/30 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:28:31 - SÃO PAULO - 0022890-02.2022.8.26.0053/02 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:28:38 - SÃO PAULO - 0022890-02.2022.8.26.0053/03 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:28:56 - SÃO PAULO - 0022890-02.2022.8.26.0053/04 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:29:03 - SÃO PAULO - 0022890-02.2022.8.26.0053/05 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:30:24 - SÃO PAULO - 0005502-91.2019.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:30:32 - SÃO PAULO - 0005502-91.2019.8.26.0053/02 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:30:39 - SÃO PAULO - 0005502-91.2019.8.26.0053/03 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:31:08 - SÃO PAULO - 0005502-91.2019.8.26.0053/04 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:31:36 - SÃO PAULO - 0005502-91.2019.8.26.0053/05 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:31:45 - SÃO PAULO - 0005502-91.2019.8.26.0053/06 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:33:05 - SÃO PAULO - 0005502-91.2019.8.26.0053/07 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:33:26 - SÃO PAULO - 0005502-91.2019.8.26.0053/11 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:33:34 - SÃO PAULO - 0005502-91.2019.8.26.0053/12 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:33:43 - SÃO PAULO - 0005502-91.2019.8.26.0053/13 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:33:52 - SÃO PAULO - 0005502-91.2019.8.26.0053/14 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:34:11 - SÃO PAULO - 0005502-91.2019.8.26.0053/15 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:34:20 - SÃO PAULO - 0005502-91.2019.8.26.0053/16 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:34:28 - SÃO PAULO - 0005502-91.2019.8.26.0053/17 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:35:08 - SÃO PAULO - 0005502-91.2019.8.26.0053/18 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:35:26 - SÃO PAULO - 0005502-91.2019.8.26.0053/19 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:35:35 - SÃO PAULO - 0005502-91.2019.8.26.0053/20 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:35:43 - SÃO PAULO - 0005502-91.2019.8.26.0053/21 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:36:00 - SÃO PAULO - 0002561-42.2017.8.26.0053/13 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:36:10 - SÃO PAULO - 1072311-41.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:36:24 - SÃO PAULO - 1074363-10.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:36:38 - SÃO PAULO - 1073043-22.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:36:49 - SÃO PAULO - 1072775-65.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:36:59 - SÃO PAULO - 1072246-46.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:37:23 - SÃO PAULO - 1072252-53.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:38:06 - SÃO PAULO - 1072259-45.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:38:36 - SÃO PAULO - 1072141-69.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:38:43 - SÃO PAULO - 1072141-69.2022.8.26.0053/02 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:38:53 - SÃO PAULO - 1071915-64.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:39:03 - SÃO PAULO - 1072202-27.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:39:17 - SÃO PAULO - 1071476-53.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:40:10 - SÃO PAULO - 1071487-82.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:40:22 - SÃO PAULO - 1071858-46.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:40:33 - SÃO PAULO - 1071468-76.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:40:56 - SÃO PAULO - 1071453-10.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:41:06 - SÃO PAULO - 1071461-84.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:41:16 - SÃO PAULO - 1071439-26.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:41:26 - SÃO PAULO - 1071418-50.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:41:36 - SÃO PAULO - 1071443-63.2022.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:41:49 - SÃO PAULO - 1069209-16.2019.8.26.0053/02 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:42:02 - SÃO PAULO - 1055420-08.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:42:33 - SÃO PAULO - 1039862-93.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:43:07 - SÃO PAULO - 1035562-88.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:43:27 - SÃO PAULO - 1036500-83.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:43:40 - SÃO PAULO - 1029840-73.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:43:52 - SÃO PAULO - 1029836-36.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:44:04 - SÃO PAULO - 1029810-38.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:44:20 - SÃO PAULO - 1021623-41.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:44:32 - SÃO PAULO - 1005765-67.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:45:18 - SÃO PAULO - 1004925-57.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:45:29 - SÃO PAULO - 1001658-77.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:45:40 - SÃO PAULO - 1003250-59.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:45:54 - SÃO PAULO - 1001403-22.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:46:07 - SÃO PAULO - 1003254-96.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:46:18 - SÃO PAULO - 1001261-18.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:46:31 - SÃO PAULO - 1001384-16.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:46:44 - SÃO PAULO - 1001270-77.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:46:55 - SÃO PAULO - 0407442-71.1992.8.26.0053/30 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:47:08 - SÃO PAULO - 1000633-29.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:47:23 - SÃO PAULO - 0135885-17.2006.8.26.0053/16 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:47:41 - SÃO PAULO - 0135885-17.2006.8.26.0053/17 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:47:49 - SÃO PAULO - 0135885-17.2006.8.26.0053/18 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:48:00 - SÃO PAULO - 0034882-62.2019.8.26.0053/46 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:49:13 - SÃO PAULO - 0018544-71.2023.8.26.0053/02 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:49:52 - SÃO PAULO - 0018544-71.2023.8.26.0053/03 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:50:07 - SÃO PAULO - 0015966-38.2023.8.26.0053/02 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:50:19 - SÃO PAULO - 0017152-96.2023.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:51:23 - SÃO PAULO - 0023869-27.2023.8.26.0053/02 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:51:53 - SÃO PAULO - 0012708-25.2020.8.26.0053/16 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:52:01 - SÃO PAULO - 0012708-25.2020.8.26.0053/23 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:56:18 - SÃO PAULO - 0030415-06.2020.8.26.0053/06 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
06/11/2023 17:57:57 - SÃO PAULO - 0021008-73.2020.8.26.0053/01 - Precatório registrado com sucesso - https://esaj.tjac.jus.br
07/11/2023 13:58:13 - MATO GROSSO DO SUL - 0000716-65.2012.8.12.0044 - Precatório registrado com sucesso - https://esaj.tjms.jus.br
07/11/2023 14:00:36 - MATO GROSSO DO SUL - 0807136-72.2018.8.12.0002 - Precatório registrado com sucesso - https://esaj.tjms.jus.br
07/11/2023 17:34:13 - MATO GROSSO DO SUL - 0009042-77.2011.8.12.0002 - Precatório registrado com sucesso - https://esaj.tjms.jus.br
07/11/2023 17:47:03 - MATO GROSSO DO SUL - 0807136-72.2018.8.12.0002 - Precatório registrado com sucesso - https://esaj.tjms.jus.br
07/11/2023 17:51:03 - MATO GROSSO DO SUL - 0831828-07.2019.8.12.0001 - Precatório registrado com sucesso - https://esaj.tjms.jus.br
